timestamp,x,y,z
1.4567E+15,-0.0400391,-0.761719,0.682129
1.4567E+15,-0.0336914,-0.768555,0.680664
1.4567E+15,-0.0341797,-0.77002,0.682617
1.4567E+15,-0.0400391,-0.773438,0.674805
1.4567E+15,-0.0332031,-0.779297,0.664063
1.4567E+15,-0.0234375,-0.756836,0.667969
1.4567E+15,-0.0292969,-0.749023,0.67041
1.4567E+15,-0.0419922,-0.75,0.659668
1.4567E+15,-0.0405273,-0.772461,0.658691
1.4567E+15,-0.0385742,-0.780273,0.649902
1.4567E+15,-0.0332031,-0.769531,0.663574
1.4567E+15,-0.0380859,-0.759766,0.672363
1.4567E+15,-0.0268555,-0.769043,0.670898
1.4567E+15,-0.0234375,-0.761719,0.669922
1.4567E+15,-0.0375977,-0.756348,0.671387
1.4567E+15,-0.034668,-0.765625,0.666016
1.4567E+15,-0.0283203,-0.771973,0.664063
1.4567E+15,-0.0283203,-0.766113,0.673828
1.4567E+15,-0.0317383,-0.770996,0.673828
1.4567E+15,-0.0439453,-0.765137,0.665039
1.4567E+15,-0.0400391,-0.76709,0.666016
1.4567E+15,-0.0297852,-0.768066,0.672363
1.4567E+15,-0.03125,-0.765625,0.664551
1.4567E+15,-0.0258789,-0.762207,0.659668
1.4567E+15,-0.0307617,-0.76416,0.666016
1.4567E+15,-0.0336914,-0.766113,0.665527
1.4567E+15,-0.0341797,-0.763184,0.678223
1.4567E+15,-0.0356445,-0.770996,0.671875
1.4567E+15,-0.0351563,-0.774414,0.676758
1.4567E+15,-0.0341797,-0.770508,0.671387
1.4567E+15,-0.0385742,-0.760742,0.671387
1.4567E+15,-0.0351563,-0.766602,0.671387
1.4567E+15,-0.0302734,-0.771484,0.672363
1.4567E+15,-0.0283203,-0.766602,0.667969
1.4567E+15,-0.0288086,-0.765137,0.662109
1.4567E+15,-0.0292969,-0.764648,0.664551
1.4567E+15,-0.0356445,-0.766113,0.67334
1.4567E+15,-0.034668,-0.76709,0.672363
1.4567E+15,-0.0415039,-0.768555,0.672852
1.4567E+15,-0.0356445,-0.77002,0.665527
1.4567E+15,-0.0317383,-0.768066,0.652344
1.4567E+15,-0.0263672,-0.766602,0.658203
1.4567E+15,-0.0288086,-0.760742,0.661133
1.4567E+15,-0.0302734,-0.766113,0.66748
1.4567E+15,-0.0249023,-0.775391,0.662109
1.4567E+15,-0.0258789,-0.773926,0.682129
1.4567E+15,-0.0390625,-0.758301,0.690918
1.4567E+15,-0.0405273,-0.760254,0.687988
1.4567E+15,-0.0263672,-0.767578,0.67627
1.4567E+15,-0.0380859,-0.770996,0.65625
1.4567E+15,-0.0258789,-0.769531,0.659668
1.4567E+15,-0.0239258,-0.77002,0.662598
1.4567E+15,-0.0214844,-0.76709,0.669434
1.4567E+15,-0.0253906,-0.766113,0.672852
1.4567E+15,-0.0229492,-0.765137,0.661621
1.4567E+15,-0.0273438,-0.770996,0.666992
1.4567E+15,-0.0292969,-0.763184,0.662109
1.4567E+15,-0.0273438,-0.762207,0.668457
1.4567E+15,-0.019043,-0.765625,0.661621
1.4567E+15,-0.0170898,-0.756836,0.665039
1.4567E+15,-0.00830078,-0.744629,0.668457
1.4567E+15,-0.0244141,-0.760742,0.661621
1.4567E+15,-0.0273438,-0.788086,0.676758
1.4567E+15,-0.0229492,-0.791504,0.680664
1.4567E+15,-0.0351563,-0.746582,0.680176
1.4567E+15,-0.0209961,-0.747559,0.672852
1.4567E+15,-0.0117188,-0.760742,0.67041
1.4567E+15,-0.00976563,-0.768066,0.673828
1.4567E+15,-0.00292969,-0.775879,0.671875
1.4567E+15,-0.0107422,-0.757324,0.668457
1.4567E+15,-0.0224609,-0.760742,0.672363
1.4567E+15,-0.0244141,-0.774414,0.693848
1.4567E+15,-0.0205078,-0.782227,0.697754
1.4567E+15,-0.00341797,-0.762207,0.681641
1.4567E+15,-0.00195313,-0.763184,0.66748
1.4567E+15,-0.00537109,-0.770996,0.671875
1.4567E+15,-0.0175781,-0.763672,0.67627
1.4567E+15,-0.00537109,-0.77002,0.672363
1.4567E+15,-0.00537109,-0.776367,0.692871
1.4567E+15,-0.0141602,-0.774902,0.685547
1.4567E+15,-0.0234375,-0.76709,0.686035
1.4567E+15,-0.0195313,-0.757813,0.693359
1.4567E+15,0.0102539,-0.782715,0.687012
1.4567E+15,0.0234375,-0.738281,0.683594
1.4567E+15,0.0180664,-0.740234,0.667969
1.4567E+15,0.00244141,-0.766602,0.669922
1.4567E+15,-0.00146484,-0.756348,0.693848
1.4567E+15,-0.0102539,-0.755371,0.712891
1.4567E+15,0.00634766,-0.727539,0.708984
1.4567E+15,0.0258789,-0.729492,0.710938
1.4567E+15,0.0385742,-0.736328,0.71875
1.4567E+15,0.050293,-0.748047,0.708008
1.4567E+15,0.0209961,-0.706055,0.706543
1.4567E+15,0.00585938,-0.694336,0.70752
1.4567E+15,0.0166016,-0.727539,0.713867
1.4567E+15,0.0283203,-0.727539,0.727051
1.4567E+15,0.0229492,-0.710938,0.73291
1.4567E+15,0.0141602,-0.705078,0.726074
1.4567E+15,0.0297852,-0.710938,0.711914
1.4567E+15,0.0473633,-0.691406,0.727539
1.4567E+15,0.0327148,-0.702148,0.754395
1.4567E+15,0.0307617,-0.690918,0.759766
1.4567E+15,0.0395508,-0.695313,0.742676
1.4567E+15,0.0410156,-0.681641,0.738281
1.4567E+15,0.0488281,-0.677246,0.75
1.4567E+15,0.0551758,-0.696777,0.73877
1.4567E+15,0.0522461,-0.654785,0.754395
1.4567E+15,0.0541992,-0.649902,0.758789
1.4567E+15,0.0566406,-0.662109,0.750977
1.4567E+15,0.0537109,-0.672363,0.766602
1.4567E+15,0.043457,-0.692383,0.751953
1.4567E+15,0.0673828,-0.683105,0.756348
1.4567E+15,0.0620117,-0.665527,0.761719
1.4567E+15,0.0693359,-0.658203,0.741699
1.4567E+15,0.0556641,-0.677734,0.763184
1.4567E+15,0.0297852,-0.680176,0.788086
1.4567E+15,0.0419922,-0.627441,0.757324
1.4567E+15,0.0454102,-0.63623,0.742188
1.4567E+15,0.0981445,-0.635742,0.744629
1.4567E+15,0.0922852,-0.614258,0.750977
1.4567E+15,0.0893555,-0.638672,0.760254
1.4567E+15,0.0756836,-0.664551,0.753906
1.4567E+15,0.0561523,-0.670898,0.758789
1.4567E+15,0.050293,-0.672852,0.755859
1.4567E+15,0.0556641,-0.680176,0.768555
1.4567E+15,0.0756836,-0.67627,0.776855
1.4567E+15,0.0620117,-0.65918,0.777344
1.4567E+15,0.0620117,-0.636719,0.768555
1.4567E+15,0.0693359,-0.635742,0.77002
1.4567E+15,0.0605469,-0.654785,0.759766
1.4567E+15,0.0615234,-0.666992,0.766602
1.4567E+15,0.0683594,-0.640137,0.766113
1.4567E+15,0.0688477,-0.648926,0.774414
1.4567E+15,0.0639648,-0.659668,0.759277
1.4567E+15,0.0561523,-0.651855,0.762207
1.4567E+15,0.0566406,-0.647949,0.76123
1.4567E+15,0.0688477,-0.660645,0.76709
1.4567E+15,0.059082,-0.658691,0.779297
1.4567E+15,0.0571289,-0.672852,0.774902
1.4567E+15,0.0507813,-0.666504,0.778809
1.4567E+15,0.0498047,-0.655273,0.779785
1.4567E+15,0.050293,-0.653809,0.78418
1.4567E+15,0.0600586,-0.657715,0.77832
1.4567E+15,0.0620117,-0.668457,0.771484
1.4567E+15,0.0478516,-0.667969,0.777344
1.4567E+15,0.0449219,-0.659668,0.779297
1.4567E+15,0.0507813,-0.662598,0.77832
1.4567E+15,0.0566406,-0.65918,0.771484
1.4567E+15,0.0620117,-0.664551,0.754395
1.4567E+15,0.0522461,-0.663086,0.755371
1.4567E+15,0.0605469,-0.667969,0.760254
1.4567E+15,0.0610352,-0.666016,0.762207
1.4567E+15,0.0566406,-0.662598,0.762207
1.4567E+15,0.0527344,-0.663086,0.76123
1.4567E+15,0.0522461,-0.672852,0.759766
1.4567E+15,0.0585938,-0.675781,0.769531
1.4567E+15,0.0566406,-0.670898,0.772949
1.4567E+15,0.0512695,-0.662598,0.772949
1.4567E+15,0.0507813,-0.66748,0.76709
1.4567E+15,0.0517578,-0.66748,0.765137
1.4567E+15,0.0576172,-0.669922,0.76123
1.4567E+15,0.0576172,-0.663574,0.766602
1.4567E+15,0.0566406,-0.667969,0.765137
1.4567E+15,0.0571289,-0.670898,0.763672
1.4567E+15,0.0532227,-0.67041,0.766113
1.4567E+15,0.0512695,-0.666504,0.775391
1.4567E+15,0.0473633,-0.65625,0.77832
1.4567E+15,0.0517578,-0.65332,0.779297
1.4567E+15,0.0561523,-0.666992,0.775391
1.4567E+15,0.0581055,-0.670898,0.762695
1.4567E+15,0.0551758,-0.660156,0.762207
1.4567E+15,0.059082,-0.654785,0.764648
1.4567E+15,0.0551758,-0.658691,0.753906
1.4567E+15,0.0561523,-0.667969,0.743652
1.4567E+15,0.0644531,-0.652832,0.763184
1.4567E+15,0.0566406,-0.647461,0.758789
1.4567E+15,0.0620117,-0.630371,0.769043
1.4567E+15,0.0615234,-0.655273,0.778809
1.4567E+15,0.0581055,-0.650391,0.774902
1.4567E+15,0.0532227,-0.660156,0.774414
1.4567E+15,0.0493164,-0.662598,0.777832
1.4567E+15,0.043457,-0.67041,0.794434
1.4567E+15,0.0361328,-0.67627,0.797363
1.4567E+15,0.0581055,-0.647461,0.756836
1.4567E+15,0.0239258,-0.708984,0.791016
1.4567E+15,0.0380859,-0.665039,0.774902
1.4567E+15,0.0571289,-0.608887,0.769043
1.4567E+15,0.0756836,-0.655762,0.754395
1.4567E+15,0.0859375,-0.654785,0.760254
1.4567E+15,0.0600586,-0.634766,0.756348
1.4567E+15,0.0473633,-0.660645,0.757324
1.4567E+15,0.050293,-0.690918,0.762207
1.4567E+15,0.0419922,-0.681641,0.76709
1.4567E+15,0.0532227,-0.657715,0.771484
1.4567E+15,0.0576172,-0.643066,0.779785
1.4567E+15,0.0600586,-0.653809,0.773438
1.4567E+15,0.0605469,-0.65918,0.780273
1.4567E+15,0.0634766,-0.659668,0.778809
1.4567E+15,0.059082,-0.657227,0.779785
1.4567E+15,0.0576172,-0.666016,0.770508
1.4567E+15,0.0512695,-0.668457,0.758789
1.4567E+15,0.0537109,-0.663574,0.756348
