timestamp,x,y,z,w,toCompare
1.46E+15,0.337219,0.117065,-0.21582,-0.908875,0.337219 0.117065 -0.21582
1.46E+15,0.336121,0.117188,-0.216003,-0.909241,0.336121 0.117188 -0.216003
1.46E+15,0.335876,0.117798,-0.215271,-0.909363,0.335876 0.117798 -0.215271
1.46E+15,0.335815,0.116455,-0.215271,-0.909607,0.335815 0.116455 -0.215271
1.46E+15,0.336243,0.114502,-0.215027,-0.909729,0.336243 0.114502 -0.215027
1.46E+15,0.335571,0.113281,-0.215088,-0.910156,0.335571 0.113281 -0.215088
1.46E+15,0.33551,0.113037,-0.214844,-0.910217,0.33551 0.113037 -0.214844
1.46E+15,0.333984,0.113831,-0.214417,-0.910767,0.333984 0.113831 -0.214417
1.46E+15,0.33252,0.114441,-0.214172,-0.911316,0.33252 0.114441 -0.214172
1.46E+15,0.332031,0.115173,-0.213867,-0.911499,0.332031 0.115173 -0.213867
1.46E+15,0.331909,0.11554,-0.213501,-0.91156,0.331909 0.11554 -0.213501
1.46E+15,0.331665,0.115295,-0.213135,-0.911743,0.331665 0.115295 -0.213135
1.46E+15,0.331543,0.114868,-0.212952,-0.911926,0.331543 0.114868 -0.212952
1.46E+15,0.331604,0.114868,-0.212952,-0.911865,0.331604 0.114868 -0.212952
1.46E+15,0.331482,0.114624,-0.213013,-0.911926,0.331482 0.114624 -0.213013
1.46E+15,0.33136,0.113831,-0.213379,-0.911987,0.33136 0.113831 -0.213379
1.46E+15,0.331299,0.113098,-0.213379,-0.912109,0.331299 0.113098 -0.213379
1.46E+15,0.331238,0.112549,-0.21344,-0.912231,0.331238 0.112549 -0.21344
1.46E+15,0.331299,0.112122,-0.213562,-0.91217,0.331299 0.112122 -0.213562
1.46E+15,0.331116,0.111633,-0.213806,-0.912231,0.331116 0.111633 -0.213806
1.46E+15,0.330505,0.111267,-0.213745,-0.912537,0.330505 0.111267 -0.213745
1.46E+15,0.330078,0.111023,-0.213867,-0.91272,0.330078 0.111023 -0.213867
1.46E+15,0.329956,0.110779,-0.214172,-0.91272,0.329956 0.110779 -0.214172
1.46E+15,0.329712,0.110352,-0.214417,-0.912781,0.329712 0.110352 -0.214417
1.46E+15,0.32959,0.110168,-0.2146,-0.912781,0.32959 0.110168 -0.2146
1.46E+15,0.329834,0.110046,-0.214783,-0.91272,0.329834 0.110046 -0.214783
1.46E+15,0.330139,0.109863,-0.214905,-0.912598,0.330139 0.109863 -0.214905
1.46E+15,0.33075,0.109741,-0.215149,-0.912292,0.33075 0.109741 -0.215149
1.46E+15,0.331055,0.109497,-0.215454,-0.91217,0.331055 0.109497 -0.215454
1.46E+15,0.331238,0.109314,-0.21582,-0.912048,0.331238 0.109314 -0.21582
1.46E+15,0.33136,0.109131,-0.216064,-0.911926,0.33136 0.109131 -0.216064
1.46E+15,0.331665,0.10907,-0.216248,-0.911804,0.331665 0.10907 -0.216248
1.46E+15,0.332031,0.109131,-0.216431,-0.911621,0.332031 0.109131 -0.216431
1.46E+15,0.332275,0.109131,-0.216858,-0.911438,0.332275 0.109131 -0.216858
1.46E+15,0.332275,0.10907,-0.217346,-0.911316,0.332275 0.10907 -0.217346
1.46E+15,0.332336,0.108948,-0.217712,-0.911255,0.332336 0.108948 -0.217712
1.46E+15,0.332153,0.108948,-0.217957,-0.911194,0.332153 0.108948 -0.217957
1.46E+15,0.332275,0.10907,-0.218323,-0.911072,0.332275 0.10907 -0.218323
1.46E+15,0.332581,0.109131,-0.21875,-0.910889,0.332581 0.109131 -0.21875
1.46E+15,0.332886,0.109253,-0.219055,-0.910645,0.332886 0.109253 -0.219055
1.46E+15,0.332947,0.109497,-0.219299,-0.910522,0.332947 0.109497 -0.219299
1.46E+15,0.332947,0.109497,-0.219299,-0.910522,0.332947 0.109497 -0.219299
1.46E+15,0.33313,0.109436,-0.219482,-0.910461,0.33313 0.109436 -0.219482
1.46E+15,0.333496,0.109497,-0.219604,-0.910278,0.333496 0.109497 -0.219604
1.46E+15,0.333679,0.10968,-0.219666,-0.910156,0.333679 0.10968 -0.219666
1.46E+15,0.333618,0.10968,-0.219666,-0.910156,0.333618 0.10968 -0.219666
1.46E+15,0.333618,0.10968,-0.219666,-0.910217,0.333618 0.10968 -0.219666
1.46E+15,0.333801,0.109802,-0.219727,-0.910095,0.333801 0.109802 -0.219727
1.46E+15,0.333801,0.109741,-0.219727,-0.910095,0.333801 0.109741 -0.219727
1.46E+15,0.333557,0.109924,-0.219849,-0.910156,0.333557 0.109924 -0.219849
1.46E+15,0.333313,0.110107,-0.219788,-0.910217,0.333313 0.110107 -0.219788
1.46E+15,0.333313,0.110107,-0.219788,-0.910217,0.333313 0.110107 -0.219788
1.46E+15,0.333496,0.110352,-0.219604,-0.910156,0.333496 0.110352 -0.219604
1.46E+15,0.333496,0.110352,-0.219604,-0.910156,0.333496 0.110352 -0.219604
1.46E+15,0.333496,0.110352,-0.219604,-0.910156,0.333496 0.110352 -0.219604
1.46E+15,0.333435,0.110291,-0.219666,-0.910156,0.333435 0.110291 -0.219666
1.46E+15,0.333435,0.110291,-0.219666,-0.910217,0.333435 0.110291 -0.219666
1.46E+15,0.333374,0.110291,-0.219666,-0.910217,0.333374 0.110291 -0.219666
1.46E+15,0.33313,0.110413,-0.219666,-0.910278,0.33313 0.110413 -0.219666
1.46E+15,0.332764,0.110657,-0.219849,-0.910339,0.332764 0.110657 -0.219849
1.46E+15,0.332336,0.11084,-0.220032,-0.910461,0.332336 0.11084 -0.220032
1.46E+15,0.332336,0.11084,-0.220032,-0.910461,0.332336 0.11084 -0.220032
1.46E+15,0.332397,0.11084,-0.220032,-0.9104,0.332397 0.11084 -0.220032
1.46E+15,0.332214,0.110596,-0.219971,-0.910522,0.332214 0.110596 -0.219971
1.46E+15,0.331238,0.110474,-0.220459,-0.910767,0.331238 0.110474 -0.220459
1.46E+15,0.3302,0.110718,-0.220764,-0.911072,0.3302 0.110718 -0.220764
1.46E+15,0.329285,0.110962,-0.220947,-0.911316,0.329285 0.110962 -0.220947
1.46E+15,0.328552,0.111145,-0.22113,-0.911499,0.328552 0.111145 -0.22113
1.46E+15,0.328552,0.111145,-0.22113,-0.911499,0.328552 0.111145 -0.22113
1.46E+15,0.328857,0.111206,-0.221375,-0.911316,0.328857 0.111206 -0.221375
1.46E+15,0.329285,0.111267,-0.221924,-0.911011,0.329285 0.111267 -0.221924
1.46E+15,0.3302,0.111572,-0.222595,-0.910522,0.3302 0.111572 -0.222595
1.46E+15,0.331116,0.112549,-0.222839,-0.909973,0.331116 0.112549 -0.222839
1.46E+15,0.331848,0.111633,-0.223694,-0.909607,0.331848 0.111633 -0.223694
1.46E+15,0.332092,0.110535,-0.22406,-0.909607,0.332092 0.110535 -0.22406
1.46E+15,0.331238,0.110046,-0.223999,-0.909973,0.331238 0.110046 -0.223999
1.46E+15,0.331726,0.110718,-0.223694,-0.90979,0.331726 0.110718 -0.223694
1.46E+15,0.330811,0.11145,-0.223511,-0.910095,0.330811 0.11145 -0.223511
1.46E+15,0.330139,0.111755,-0.223694,-0.910217,0.330139 0.111755 -0.223694
1.46E+15,0.330444,0.112122,-0.223816,-0.910034,0.330444 0.112122 -0.223816
1.46E+15,0.331055,0.112366,-0.223938,-0.90979,0.331055 0.112366 -0.223938
1.46E+15,0.330994,0.112,-0.224304,-0.909729,0.330994 0.112 -0.224304
1.46E+15,0.330811,0.111572,-0.224548,-0.90979,0.330811 0.111572 -0.224548
1.46E+15,0.33075,0.111206,-0.224731,-0.909851,0.33075 0.111206 -0.224731
1.46E+15,0.331116,0.111145,-0.224915,-0.909668,0.331116 0.111145 -0.224915
1.46E+15,0.331177,0.111267,-0.225037,-0.909607,0.331177 0.111267 -0.225037
1.46E+15,0.331177,0.111267,-0.224976,-0.909607,0.331177 0.111267 -0.224976
1.46E+15,0.331177,0.111389,-0.22522,-0.909546,0.331177 0.111389 -0.22522
1.46E+15,0.331665,0.111633,-0.225403,-0.909302,0.331665 0.111633 -0.225403
1.46E+15,0.332031,0.111816,-0.225708,-0.909058,0.332031 0.111816 -0.225708
1.46E+15,0.332031,0.111816,-0.225708,-0.909058,0.332031 0.111816 -0.225708
1.46E+15,0.332031,0.111816,-0.225708,-0.909058,0.332031 0.111816 -0.225708
1.46E+15,0.332092,0.111755,-0.225952,-0.908936,0.332092 0.111755 -0.225952
1.46E+15,0.332092,0.111755,-0.225952,-0.908936,0.332092 0.111755 -0.225952
1.46E+15,0.332092,0.111755,-0.225952,-0.908936,0.332092 0.111755 -0.225952
1.46E+15,0.332092,0.111816,-0.225952,-0.908936,0.332092 0.111816 -0.225952
1.46E+15,0.332092,0.111816,-0.225952,-0.908936,0.332092 0.111816 -0.225952
1.46E+15,0.332336,0.111877,-0.225952,-0.908875,0.332336 0.111877 -0.225952
1.46E+15,0.332703,0.111938,-0.226013,-0.908691,0.332703 0.111938 -0.226013
1.46E+15,0.332947,0.112061,-0.226135,-0.908569,0.332947 0.112061 -0.226135
1.46E+15,0.332947,0.112061,-0.226135,-0.908569,0.332947 0.112061 -0.226135
1.46E+15,0.332947,0.112061,-0.226135,-0.908569,0.332947 0.112061 -0.226135
1.46E+15,0.332886,0.112061,-0.226135,-0.908569,0.332886 0.112061 -0.226135
1.46E+15,0.33313,0.112183,-0.226074,-0.908508,0.33313 0.112183 -0.226074
1.46E+15,0.33313,0.112183,-0.226074,-0.908508,0.33313 0.112183 -0.226074
1.46E+15,0.333069,0.112122,-0.226135,-0.908508,0.333069 0.112122 -0.226135
1.46E+15,0.333008,0.112122,-0.226135,-0.908508,0.333008 0.112122 -0.226135
1.46E+15,0.333008,0.112122,-0.226135,-0.908508,0.333008 0.112122 -0.226135
1.46E+15,0.333008,0.112122,-0.226074,-0.908569,0.333008 0.112122 -0.226074
1.46E+15,0.333008,0.112183,-0.226074,-0.908569,0.333008 0.112183 -0.226074
1.46E+15,0.332947,0.112427,-0.226135,-0.908508,0.332947 0.112427 -0.226135
1.46E+15,0.332703,0.112549,-0.226257,-0.908569,0.332703 0.112549 -0.226257
1.46E+15,0.332642,0.112549,-0.226257,-0.908569,0.332642 0.112549 -0.226257
1.46E+15,0.333008,0.112549,-0.226318,-0.908447,0.333008 0.112549 -0.226318
1.46E+15,0.333191,0.11261,-0.22644,-0.908325,0.333191 0.11261 -0.22644
1.46E+15,0.333191,0.112549,-0.22644,-0.908325,0.333191 0.112549 -0.22644
1.46E+15,0.33313,0.112549,-0.22644,-0.908386,0.33313 0.112549 -0.22644
1.46E+15,0.333252,0.112549,-0.226563,-0.908264,0.333252 0.112549 -0.226563
1.46E+15,0.333435,0.112671,-0.226746,-0.908142,0.333435 0.112671 -0.226746
1.46E+15,0.333374,0.112793,-0.22699,-0.908081,0.333374 0.112793 -0.22699
1.46E+15,0.33313,0.112793,-0.227234,-0.908142,0.33313 0.112793 -0.227234
1.46E+15,0.333069,0.112793,-0.227234,-0.908142,0.333069 0.112793 -0.227234
1.46E+15,0.333435,0.112976,-0.227417,-0.907959,0.333435 0.112976 -0.227417
1.46E+15,0.333679,0.113159,-0.2276,-0.907776,0.333679 0.113159 -0.2276
1.46E+15,0.333679,0.113159,-0.22821,-0.907654,0.333679 0.113159 -0.22821
1.46E+15,0.333496,0.113342,-0.228516,-0.907593,0.333496 0.113342 -0.228516
1.46E+15,0.333069,0.113403,-0.228699,-0.907715,0.333069 0.113403 -0.228699
1.46E+15,0.332947,0.113831,-0.228943,-0.907654,0.332947 0.113831 -0.228943
1.46E+15,0.33252,0.114136,-0.229065,-0.907715,0.33252 0.114136 -0.229065
1.46E+15,0.332031,0.113953,-0.229553,-0.907776,0.332031 0.113953 -0.229553
1.46E+15,0.331909,0.113953,-0.229858,-0.907776,0.331909 0.113953 -0.229858
1.46E+15,0.331421,0.114014,-0.229919,-0.907959,0.331421 0.114014 -0.229919
1.46E+15,0.331055,0.114075,-0.229919,-0.90802,0.331055 0.114075 -0.229919
1.46E+15,0.330505,0.114014,-0.229736,-0.908325,0.330505 0.114014 -0.229736
1.46E+15,0.330505,0.114014,-0.229736,-0.908325,0.330505 0.114014 -0.229736
1.46E+15,0.330505,0.114014,-0.229736,-0.908325,0.330505 0.114014 -0.229736
1.46E+15,0.3302,0.113953,-0.229736,-0.908447,0.3302 0.113953 -0.229736
1.46E+15,0.330139,0.113892,-0.229736,-0.908447,0.330139 0.113892 -0.229736
1.46E+15,0.330139,0.113647,-0.229919,-0.908447,0.330139 0.113647 -0.229919
1.46E+15,0.330505,0.11377,-0.230408,-0.908203,0.330505 0.11377 -0.230408
1.46E+15,0.330994,0.114502,-0.230774,-0.907776,0.330994 0.114502 -0.230774
1.46E+15,0.331909,0.115662,-0.230957,-0.907288,0.331909 0.115662 -0.230957
1.46E+15,0.331848,0.115356,-0.231934,-0.907104,0.331848 0.115356 -0.231934
1.46E+15,0.330872,0.114563,-0.231995,-0.907532,0.330872 0.114563 -0.231995
1.46E+15,0.3302,0.11438,-0.231934,-0.907837,0.3302 0.11438 -0.231934
1.46E+15,0.330322,0.114868,-0.231689,-0.907776,0.330322 0.114868 -0.231689
1.46E+15,0.329346,0.115234,-0.231628,-0.908081,0.329346 0.115234 -0.231628
1.46E+15,0.328796,0.115479,-0.231628,-0.908264,0.328796 0.115479 -0.231628
1.46E+15,0.329224,0.115906,-0.231567,-0.908081,0.329224 0.115906 -0.231567
1.46E+15,0.329773,0.116211,-0.231384,-0.907898,0.329773 0.116211 -0.231384
1.46E+15,0.329956,0.115906,-0.231323,-0.907898,0.329956 0.115906 -0.231323
1.46E+15,0.329712,0.115295,-0.231506,-0.90802,0.329712 0.115295 -0.231506
1.46E+15,0.329956,0.115173,-0.231567,-0.907898,0.329956 0.115173 -0.231567
1.46E+15,0.330261,0.115356,-0.231567,-0.907776,0.330261 0.115356 -0.231567
1.46E+15,0.3302,0.115356,-0.231567,-0.907776,0.3302 0.115356 -0.231567
1.46E+15,0.3302,0.115356,-0.231567,-0.907776,0.3302 0.115356 -0.231567
1.46E+15,0.3302,0.115479,-0.231628,-0.907776,0.3302 0.115479 -0.231628
1.46E+15,0.330566,0.115784,-0.231812,-0.907532,0.330566 0.115784 -0.231812
1.46E+15,0.330688,0.115906,-0.231995,-0.90741,0.330688 0.115906 -0.231995
1.46E+15,0.330566,0.115967,-0.232239,-0.90741,0.330566 0.115967 -0.232239
1.46E+15,0.330078,0.115784,-0.2323,-0.907593,0.330078 0.115784 -0.2323
1.46E+15,0.330017,0.115784,-0.232544,-0.907532,0.330017 0.115784 -0.232544
1.46E+15,0.330017,0.116089,-0.232544,-0.907532,0.330017 0.116089 -0.232544
1.46E+15,0.330017,0.116333,-0.232727,-0.90741,0.330017 0.116333 -0.232727
1.46E+15,0.330017,0.116333,-0.232727,-0.907471,0.330017 0.116333 -0.232727
1.46E+15,0.330017,0.116333,-0.232727,-0.907471,0.330017 0.116333 -0.232727
1.46E+15,0.330322,0.116394,-0.232849,-0.907288,0.330322 0.116394 -0.232849
1.46E+15,0.330322,0.116394,-0.232849,-0.907288,0.330322 0.116394 -0.232849
1.46E+15,0.330261,0.116394,-0.232849,-0.907288,0.330261 0.116394 -0.232849
1.46E+15,0.330261,0.116394,-0.232849,-0.907288,0.330261 0.116394 -0.232849
1.46E+15,0.3302,0.116394,-0.232849,-0.907349,0.3302 0.116394 -0.232849
1.46E+15,0.3302,0.116394,-0.232849,-0.907349,0.3302 0.116394 -0.232849
1.46E+15,0.330261,0.116394,-0.232849,-0.907288,0.330261 0.116394 -0.232849
1.46E+15,0.330505,0.116455,-0.23291,-0.907166,0.330505 0.116455 -0.23291
1.46E+15,0.330627,0.116577,-0.232971,-0.907104,0.330627 0.116577 -0.232971
1.46E+15,0.330627,0.116577,-0.232971,-0.907104,0.330627 0.116577 -0.232971
1.46E+15,0.330627,0.116577,-0.232971,-0.907104,0.330627 0.116577 -0.232971
1.46E+15,0.330627,0.116577,-0.232971,-0.907104,0.330627 0.116577 -0.232971
1.46E+15,0.330627,0.116577,-0.232971,-0.907104,0.330627 0.116577 -0.232971
1.46E+15,0.330566,0.116577,-0.232971,-0.907104,0.330566 0.116577 -0.232971
1.46E+15,0.330566,0.116577,-0.232971,-0.907104,0.330566 0.116577 -0.232971
1.46E+15,0.330566,0.116577,-0.232971,-0.907166,0.330566 0.116577 -0.232971
1.46E+15,0.330811,0.116516,-0.233032,-0.907043,0.330811 0.116516 -0.233032
1.46E+15,0.330811,0.116516,-0.233032,-0.907043,0.330811 0.116516 -0.233032
1.46E+15,0.33075,0.116516,-0.233032,-0.907043,0.33075 0.116516 -0.233032
1.46E+15,0.330688,0.116455,-0.233032,-0.907104,0.330688 0.116455 -0.233032
1.46E+15,0.330688,0.116455,-0.233032,-0.907104,0.330688 0.116455 -0.233032
1.46E+15,0.33075,0.11676,-0.233154,-0.906982,0.33075 0.11676 -0.233154
1.46E+15,0.33075,0.117004,-0.233215,-0.906921,0.33075 0.117004 -0.233215
1.46E+15,0.330444,0.116943,-0.233215,-0.907043,0.330444 0.116943 -0.233215
1.46E+15,0.330139,0.116516,-0.233398,-0.907166,0.330139 0.116516 -0.233398
1.46E+15,0.329956,0.116089,-0.233276,-0.907349,0.329956 0.116089 -0.233276
1.46E+15,0.329834,0.115784,-0.233398,-0.90741,0.329834 0.115784 -0.233398
1.46E+15,0.329834,0.115723,-0.233398,-0.90741,0.329834 0.115723 -0.233398
1.46E+15,0.329285,0.115601,-0.233337,-0.907654,0.329285 0.115601 -0.233337
1.46E+15,0.328674,0.115417,-0.233459,-0.907837,0.328674 0.115417 -0.233459
1.46E+15,0.328186,0.115356,-0.233337,-0.908081,0.328186 0.115356 -0.233337
1.46E+15,0.328125,0.115356,-0.233337,-0.908081,0.328125 0.115356 -0.233337
